taxon_name,level_1
cunoniaceae,cunoniaceae
cunoniaceae_cf_weinmannia,cunoniaceae_cf_weinmannia
cunoniaceae_type,cunoniaceae_type
cupania,cupania
cupania_type_1,cupania_type_1
cupania_type_2,cupania_type_2
cupania_type_3,cupania_type_3
cuphea,cuphea
cuphea_carthagenensis,cuphea_carthagenensis
cuphea_cf_c_ingrata,cuphea_cf_c_ingrata
cuphea_cf_c_urbaniana,cuphea_cf_c_urbaniana
cuphea_micrantha,cuphea_micrantha
cuphea_type_1,cuphea_type_1
cuphea_type_3,cuphea_type_3
cuphea_type_a,cuphea_type_a
cuphea_type_b,cuphea_type_b
cupressaceae,cupressaceae
curatella,curatella
curatella_americana,curatella_americana
curatella_americana_type_1,curatella_americana_type_1
curatella_americana_type_2,curatella_americana_type_2
curatella_americana_type_3,curatella_americana_type_3
curatella_type,curatella_type
cyathula,cyathula
cybianthus,cybianthus
cybianthus_type,cybianthus_type
cyclachaena_xanthiifolia_type,cyclachaena_xanthiifolia_type
cyclanthaceae,cyclanthaceae
cynodendron,cynodendron
cyperaceae,cyperaceae
cyperaceae_bigger_than_50_mu_m,cyperaceae_bigger_than_50_mu_m
cyperaceae_periporate,cyperaceae_periporate
cyperaceae_smaller_than_50_mu_m,cyperaceae_smaller_than_50_mu_m
cyperaceae_undiff,cyperaceae_undiff
cyperus_type_1,cyperus_type_1
cyperus_type_2,cyperus_type_2
cyperus_undiff,cyperus_undiff
cyrilla_racemiflora,cyrilla_racemiflora
cyrilla_sp,cyrilla_sp
dacrydium,dacrydium
dacrydium_type,dacrydium_type
dacryodes,dacryodes
dalbergia,dalbergia
dalbergia_type,dalbergia_type
dalbergia_type_1,dalbergia_type_1
dalbergia_type_2,dalbergia_type_2
dalea,dalea
dalea_type,dalea_type
dalechampia,dalechampia
dalechampia_type,dalechampia_type
daphnopsis,daphnopsis
daphnopsis_cf_d_beta,daphnopsis_cf_d_beta
daphnopsis_type,daphnopsis_type
darwiniothamnus,darwiniothamnus
datura_brugmansia_type,datura_brugmansia_type
dendrobangia,dendrobangia
dendropanax,dendropanax
desfontainia,desfontainia
desmodium,desmodium
desmodium_type,desmodium_type
desmoncus,desmoncus
