taxon_name,level_1
rhizophora,rhizophora
rhizophora_apiculata,rhizophora_apiculata
rhizophora_mucronata_type,rhizophora_mucronata_type
rhizophora_stylosa,rhizophora_stylosa
rhizophoraceae,rhizophoraceae
rhizophoraceae_type,rhizophoraceae_type
rhopalostylis_sapida,rhopalostylis_sapida
rhus,rhus
rhus_type,rhus_type
richea,richea
richea_continentis_type,richea_continentis_type
richea_procera_type,richea_procera_type
richea_type,richea_type
ricinocarpos,ricinocarpos
rosaceae,rosaceae
rosaceae_undiff,rosaceae_undiff
rosales_cf_moraceae_urticaceae,rosales_cf_moraceae_urticaceae
rosales_cf_rhamnaceae,rosales_cf_rhamnaceae
rubiaceae,rubiaceae
rubiaceae_cf_neonauclea_type,rubiaceae_cf_neonauclea_type
rubiaceae_type,rubiaceae_type
rubiaceae_undiff,rubiaceae_undiff
rubus,rubus
rubus_comp,rubus_comp
rubus_squarrosus_type,rubus_squarrosus_type
rumex,rumex
rumex_acetosella,rumex_acetosella
rumex_brownii,rumex_brownii
rumex_flexuosus_type,rumex_flexuosus_type
rutaceae,rutaceae
rutaceae_undiff,rutaceae_undiff
sabiaceae,sabiaceae
salicaceae,salicaceae
salix,salix
santalaceae,santalaceae
sapindaceae,sapindaceae
sapindaceae_scrophulariaceae,sapindaceae_scrophulariaceae
sapindus,sapindus
sapotaceae,sapotaceae
sapotaceae_type,sapotaceae_type
saurauia,saurauia
scaevola,scaevola
scaevola_comp,scaevola_comp
scaevola_taccada,scaevola_taccada
schefflera,schefflera
schefflera_comp,schefflera_comp
schizeilema,schizeilema
schizeilema_fragosea,schizeilema_fragosea
schuurmansia,schuurmansia
