neotoma_names,name,rank
Helianthemum nummularium-type,Cistaceae,family
Helianthemum nummularium-type,Helianthemum,genus
Helianthemum oelandicum subsp. alpestris-type,Plantae,kingdom
Helianthemum oelandicum subsp. alpestris-type,Tracheophyta,phylum
Helianthemum oelandicum subsp. alpestris-type,Magnoliopsida,class
Helianthemum oelandicum subsp. alpestris-type,Malvales,order
Helianthemum oelandicum subsp. alpestris-type,Cistaceae,family
Helianthemum oelandicum subsp. alpestris-type,Helianthemum,genus
Helianthemum oelandicum subsp. alpestris-type,Helianthemum oelandicum,species
Paradisea liliastrum,Plantae,kingdom
Paradisea liliastrum,Tracheophyta,phylum
Paradisea liliastrum,Liliopsida,class
Paradisea liliastrum,Asparagales,order
Paradisea liliastrum,Asparagaceae,family
Paradisea liliastrum,Paradisea,genus
Paradisea liliastrum,Paradisea liliastrum,species
Pinus cembra,Plantae,kingdom
Pinus cembra,Tracheophyta,phylum
Pinus cembra,Pinopsida,class
Pinus cembra,Pinales,order
Pinus cembra,Pinaceae,family
Pinus cembra,Pinus,genus
Pinus cembra,Pinus cembra,species
Plantago alpina-type,Plantae,kingdom
Plantago alpina-type,Tracheophyta,phylum
Plantago alpina-type,Magnoliopsida,class
Plantago alpina-type,Lamiales,order
Plantago alpina-type,Plantaginaceae,family
Plantago alpina-type,Plantago,genus
Plantago atrata-type,Plantae,kingdom
Plantago atrata-type,Tracheophyta,phylum
Plantago atrata-type,Magnoliopsida,class
Plantago atrata-type,Lamiales,order
Plantago atrata-type,Plantaginaceae,family
Plantago atrata-type,Plantago,genus
Androsace,Plantae,kingdom
Androsace,Tracheophyta,phylum
Androsace,Magnoliopsida,class
Androsace,Ericales,order
Androsace,Primulaceae,family
Androsace,Androsace,genus
Bupleurum,Plantae,kingdom
Bupleurum,Tracheophyta,phylum
Bupleurum,Magnoliopsida,class
Bupleurum,Apiales,order
Bupleurum,Apiaceae,family
Bupleurum,Bupleurum,genus
Centaurea nigra,Plantae,kingdom
Centaurea nigra,Tracheophyta,phylum
Centaurea nigra,Magnoliopsida,class
Centaurea nigra,Asterales,order
Centaurea nigra,Asteraceae,family
Centaurea nigra,Centaurea,genus
Centaurea nigra,Centaurea nigra,species
Crassulaceae,Plantae,kingdom
Crassulaceae,Tracheophyta,phylum
Crassulaceae,Magnoliopsida,class
Crassulaceae,Saxifragales,order
Crassulaceae,Crassulaceae,family
Linaria,Plantae,kingdom
Linaria,Tracheophyta,phylum
Linaria,Magnoliopsida,class
Linaria,Lamiales,order
Linaria,Plantaginaceae,family
Linaria,Linaria,genus
Linaria,Animalia,kingdom
Linaria,Chordata,phylum
Linaria,Aves,class
Linaria,Passeriformes,order
Linaria,Fringillidae,family
Linaria,Linaria,genus
Odontites,Plantae,kingdom
Odontites,Tracheophyta,phylum
Odontites,Magnoliopsida,class
Odontites,Lamiales,order
Odontites,Orobanchaceae,family
Odontites,Odontites,genus
Oleaceae,Plantae,kingdom
Oleaceae,Tracheophyta,phylum
Oleaceae,Magnoliopsida,class
Oleaceae,Lamiales,order
Oleaceae,Oleaceae,family
Ostrya,Plantae,kingdom
Ostrya,Tracheophyta,phylum
Ostrya,Magnoliopsida,class
Ostrya,Fagales,order
Ostrya,Betulaceae,family
Ostrya,Ostrya,genus
Quercus ilex-type,Plantae,kingdom
Quercus ilex-type,Tracheophyta,phylum
Quercus ilex-type,Magnoliopsida,class
Quercus ilex-type,Fagales,order
Quercus ilex-type,Fagaceae,family
Quercus ilex-type,Quercus,genus
Quercus robur-type,Plantae,kingdom
Quercus robur-type,Tracheophyta,phylum
Quercus robur-type,Magnoliopsida,class
Quercus robur-type,Fagales,order
Quercus robur-type,Fagaceae,family
Quercus robur-type,Quercus,genus
Urticaceae,Plantae,kingdom
Urticaceae,Tracheophyta,phylum
Urticaceae,Magnoliopsida,class
Urticaceae,Rosales,order
Urticaceae,Urticaceae,family
Calystegia,Plantae,kingdom
Calystegia,Tracheophyta,phylum
Calystegia,Magnoliopsida,class
Calystegia,Solanales,order
Calystegia,Convolvulaceae,family
Calystegia,Calystegia,genus
Centaurea jacea,Plantae,kingdom
Centaurea jacea,Tracheophyta,phylum
Centaurea jacea,Magnoliopsida,class
Centaurea jacea,Asterales,order
Centaurea jacea,Asteraceae,family
Centaurea jacea,Centaurea,genus
Centaurea jacea,Centaurea jacea,species
Cynoglossum,Plantae,kingdom
Cynoglossum,Tracheophyta,phylum
Cynoglossum,Magnoliopsida,class
Cynoglossum,Boraginales,order
Cynoglossum,Boraginaceae,family
Cynoglossum,Cynoglossum,genus
Dianthus,Plantae,kingdom
Dianthus,Tracheophyta,phylum
Dianthus,Magnoliopsida,class
Dianthus,Caryophyllales,order
Dianthus,Caryophyllaceae,family
Dianthus,Dianthus,genus
Digitalis,Plantae,kingdom
Digitalis,Tracheophyta,phylum
Digitalis,Magnoliopsida,class
Digitalis,Lamiales,order
Digitalis,Plantaginaceae,family
Digitalis,Digitalis,genus
Gentiana pneumonanthe-type,Plantae,kingdom
Gentiana pneumonanthe-type,Tracheophyta,phylum
Gentiana pneumonanthe-type,Magnoliopsida,class
Gentiana pneumonanthe-type,Gentianales,order
Gentiana pneumonanthe-type,Gentianaceae,family
Gentiana pneumonanthe-type,Gentiana,genus
Linum usitatissimum,Plantae,kingdom
Linum usitatissimum,Tracheophyta,phylum
Linum usitatissimum,Magnoliopsida,class
Linum usitatissimum,Malpighiales,order
Linum usitatissimum,Linaceae,family
Linum usitatissimum,Linum,genus
Linum usitatissimum,Linum usitatissimum,species
Lotus pedunculatus,Plantae,kingdom
Lotus pedunculatus,Tracheophyta,phylum
Lotus pedunculatus,Magnoliopsida,class
Lotus pedunculatus,Fabales,order
Lotus pedunculatus,Fabaceae,family
Lotus pedunculatus,Lotus,genus
Lotus pedunculatus,Lotus pedunculatus,species
Myosotis,Plantae,kingdom
Myosotis,Tracheophyta,phylum
Myosotis,Magnoliopsida,class
Myosotis,Boraginales,order
Myosotis,Boraginaceae,family
Myosotis,Myosotis,genus
Reseda,Plantae,kingdom
Reseda,Tracheophyta,phylum
Reseda,Magnoliopsida,class
Reseda,Brassicales,order
Reseda,Resedaceae,family
Reseda,Reseda,genus
Scleranthus,Plantae,kingdom
Scleranthus,Tracheophyta,phylum
Scleranthus,Magnoliopsida,class
Scleranthus,Caryophyllales,order
Scleranthus,Caryophyllaceae,family
Scleranthus,Scleranthus,genus
Solanum nigrum,Plantae,kingdom
Solanum nigrum,Tracheophyta,phylum
Solanum nigrum,Magnoliopsida,class
Solanum nigrum,Solanales,order
Solanum nigrum,Solanaceae,family
Solanum nigrum,Solanum,genus
Solanum nigrum,Solanum nigrum,species
Spergula arvensis,Plantae,kingdom
Spergula arvensis,Tracheophyta,phylum
Spergula arvensis,Magnoliopsida,class
Spergula arvensis,Caryophyllales,order
Spergula arvensis,Caryophyllaceae,family
Spergula arvensis,Spergula,genus
Spergula arvensis,Spergula arvensis,species
Vicia cracca,Plantae,kingdom
Vicia cracca,Tracheophyta,phylum
Vicia cracca,Magnoliopsida,class
Vicia cracca,Fabales,order
Vicia cracca,Fabaceae,family
Vicia cracca,Vicia,genus
Vicia cracca,Vicia cracca,species
Aquilegia,Plantae,kingdom
Aquilegia,Tracheophyta,phylum
Aquilegia,Magnoliopsida,class
Aquilegia,Ranunculales,order
Aquilegia,Ranunculaceae,family
Aquilegia,Aquilegia,genus
Asphodelus,Plantae,kingdom
Asphodelus,Tracheophyta,phylum
Asphodelus,Liliopsida,class
Asphodelus,Asparagales,order
Asphodelus,Asphodelaceae,family
Asphodelus,Asphodelus,genus
Centaurea collina,Plantae,kingdom
Centaurea collina,Tracheophyta,phylum
Centaurea collina,Magnoliopsida,class
Centaurea collina,Asterales,order
Centaurea collina,Asteraceae,family
Centaurea collina,Centaurea,genus
Centaurea collina,Centaurea collina,species
Convolvulus,Plantae,kingdom
Convolvulus,Tracheophyta,phylum
Convolvulus,Magnoliopsida,class
Convolvulus,Solanales,order
Convolvulus,Convolvulaceae,family
Convolvulus,Convolvulus,genus
Juncaceae,Plantae,kingdom
Juncaceae,Tracheophyta,phylum
Juncaceae,Liliopsida,class
Juncaceae,Poales,order
Juncaceae,Juncaceae,family
Ceratonia,Plantae,kingdom
Ceratonia,Tracheophyta,phylum
Ceratonia,Magnoliopsida,class
Ceratonia,Fabales,order
Ceratonia,Fabaceae,family
Ceratonia,Ceratonia,genus
Cistus,Plantae,kingdom
Cistus,Tracheophyta,phylum
Cistus,Magnoliopsida,class
Cistus,Malvales,order
Cistus,Cistaceae,family
Cistus,Cistus,genus
Quercus suber-type,Plantae,kingdom
Quercus suber-type,Tracheophyta,phylum
Quercus suber-type,Magnoliopsida,class
Quercus suber-type,Fagales,order
Quercus suber-type,Fagaceae,family
Quercus suber-type,Quercus,genus
Cytisus,Plantae,kingdom
Cytisus,Tracheophyta,phylum
Cytisus,Magnoliopsida,class
Cytisus,Fabales,order
Cytisus,Fabaceae,family
Cytisus,Cytisus,genus
Lilium,Plantae,kingdom
Lilium,Tracheophyta,phylum
Lilium,Liliopsida,class
Lilium,Liliales,order
Lilium,Liliaceae,family
Lilium,Lilium,genus
Quercus robur,Plantae,kingdom
Quercus robur,Tracheophyta,phylum
Quercus robur,Magnoliopsida,class
Quercus robur,Fagales,order
Quercus robur,Fagaceae,family
Quercus robur,Quercus,genus
Quercus robur,Quercus robur,species
Spergula,Plantae,kingdom
Spergula,Tracheophyta,phylum
Spergula,Magnoliopsida,class
Spergula,Caryophyllales,order
Spergula,Caryophyllaceae,family
Spergula,Spergula,genus
Cuscuta,Plantae,kingdom
Cuscuta,Tracheophyta,phylum
Cuscuta,Magnoliopsida,class
Cuscuta,Solanales,order
Cuscuta,Convolvulaceae,family
Cuscuta,Cuscuta,genus
Epipactis,Plantae,kingdom
Epipactis,Tracheophyta,phylum
Epipactis,Liliopsida,class
Epipactis,Asparagales,order
Epipactis,Orchidaceae,family
Epipactis,Epipactis,genus
Hypericum perforatum-type,Plantae,kingdom
Hypericum perforatum-type,Tracheophyta,phylum
Hypericum perforatum-type,Magnoliopsida,class
Hypericum perforatum-type,Malpighiales,order
Hypericum perforatum-type,Hypericaceae,family
Hypericum perforatum-type,Hypericum,genus
Lycopsis arvensis-type,Plantae,kingdom
Lycopsis arvensis-type,Tracheophyta,phylum
Lycopsis arvensis-type,Magnoliopsida,class
Lycopsis arvensis-type,Boraginales,order
Lycopsis arvensis-type,Boraginaceae,family
Lycopsis arvensis-type,Lycopsis,genus
Rhododendron subsect. Ledum,Plantae,kingdom
Rhododendron subsect. Ledum,Tracheophyta,phylum
Rhododendron subsect. Ledum,Magnoliopsida,class
Rhododendron subsect. Ledum,Ericales,order
Rhododendron subsect. Ledum,Ericaceae,family
Rhododendron subsect. Ledum,Rhododendron,genus
Rhus coriaria-type,Plantae,kingdom
Rhus coriaria-type,Tracheophyta,phylum
Rhus coriaria-type,Magnoliopsida,class
Rhus coriaria-type,Sapindales,order
Rhus coriaria-type,Anacardiaceae,family
Rhus coriaria-type,Rhus,genus
Convolvulus arvensis-type,Plantae,kingdom
Convolvulus arvensis-type,Tracheophyta,phylum
Convolvulus arvensis-type,Magnoliopsida,class
Convolvulus arvensis-type,Solanales,order
Convolvulus arvensis-type,Convolvulaceae,family
Convolvulus arvensis-type,Convolvulus,genus
Cuscuta europaea-type,Plantae,kingdom
Cuscuta europaea-type,Tracheophyta,phylum
Cuscuta europaea-type,Magnoliopsida,class
Cuscuta europaea-type,Solanales,order
Cuscuta europaea-type,Convolvulaceae,family
Cuscuta europaea-type,Cuscuta,genus
Iris pseudacorus-type,Animalia,kingdom
Iris pseudacorus-type,Arthropoda,phylum
Iris pseudacorus-type,Insecta,class
Iris pseudacorus-type,Mantodea,order
Iris pseudacorus-type,Eremiaphilidae,family
Iris pseudacorus-type,Iris,genus
Iris pseudacorus-type,Plantae,kingdom
Iris pseudacorus-type,Tracheophyta,phylum
Iris pseudacorus-type,Liliopsida,class
Iris pseudacorus-type,Asparagales,order
Iris pseudacorus-type,Iridaceae,family
Iris pseudacorus-type,Iris,genus
Jasione montana-type,Plantae,kingdom
Jasione montana-type,Tracheophyta,phylum
Jasione montana-type,Magnoliopsida,class
Jasione montana-type,Asterales,order
Jasione montana-type,Campanulaceae,family
Jasione montana-type,Jasione,genus
Rumex aquaticus-type,Plantae,kingdom
Rumex aquaticus-type,Tracheophyta,phylum
Rumex aquaticus-type,Magnoliopsida,class
Rumex aquaticus-type,Caryophyllales,order
Rumex aquaticus-type,Polygonaceae,family
Rumex aquaticus-type,Rumex,genus
Rumex crispus-type,Plantae,kingdom
Rumex crispus-type,Tracheophyta,phylum
Rumex crispus-type,Magnoliopsida,class
Rumex crispus-type,Caryophyllales,order
Rumex crispus-type,Polygonaceae,family
Rumex crispus-type,Rumex,genus
Sanguisorba minor-type,Plantae,kingdom
Sanguisorba minor-type,Tracheophyta,phylum
Sanguisorba minor-type,Magnoliopsida,class
Sanguisorba minor-type,Rosales,order
Sanguisorba minor-type,Rosaceae,family
Sanguisorba minor-type,Sanguisorba,genus
Saxifraga aizoides-type,Plantae,kingdom
Saxifraga aizoides-type,Tracheophyta,phylum
Saxifraga aizoides-type,Magnoliopsida,class
Saxifraga aizoides-type,Saxifragales,order
Saxifraga aizoides-type,Saxifragaceae,family
Saxifraga aizoides-type,Saxifraga,genus
Thesium,Animalia,kingdom
Thesium,Arthropoda,phylum
Thesium,Insecta,class
Thesium,Coleoptera,order
Thesium,Staphylinidae,family
Thesium,Thesium,genus
Thesium,Plantae,kingdom
Thesium,Tracheophyta,phylum
Thesium,Magnoliopsida,class
Thesium,Santalales,order
Thesium,Thesiaceae,family
Thesium,Thesium,genus
Tilia cordata-type,Plantae,kingdom
Tilia cordata-type,Tracheophyta,phylum
Tilia cordata-type,Magnoliopsida,class
Tilia cordata-type,Malvales,order
Tilia cordata-type,Malvaceae,family
Tilia cordata-type,Tilia,genus
Tilia platyphyllos-type,Plantae,kingdom
Tilia platyphyllos-type,Tracheophyta,phylum
Tilia platyphyllos-type,Magnoliopsida,class
Tilia platyphyllos-type,Malvales,order
Tilia platyphyllos-type,Malvaceae,family
Tilia platyphyllos-type,Tilia,genus
Viburnum opulus-type,Plantae,kingdom
Viburnum opulus-type,Tracheophyta,phylum
Viburnum opulus-type,Magnoliopsida,class
Viburnum opulus-type,Dipsacales,order
Viburnum opulus-type,Viburnaceae,family
Viburnum opulus-type,Viburnum,genus
Cerastium alpinum-type,Plantae,kingdom
Cerastium alpinum-type,Tracheophyta,phylum
Cerastium alpinum-type,Magnoliopsida,class
Cerastium alpinum-type,Caryophyllales,order
Cerastium alpinum-type,Caryophyllaceae,family
Cerastium alpinum-type,Cerastium,genus
Cerastium undiff.,Plantae,kingdom
Cerastium undiff.,Tracheophyta,phylum
Cerastium undiff.,Magnoliopsida,class
Cerastium undiff.,Caryophyllales,order
Cerastium undiff.,Caryophyllaceae,family
Cerastium undiff.,Cerastium,genus
Filipendula vulgaris,Plantae,kingdom
Filipendula vulgaris,Tracheophyta,phylum
Filipendula vulgaris,Magnoliopsida,class
Filipendula vulgaris,Rosales,order
Filipendula vulgaris,Rosaceae,family
Filipendula vulgaris,Filipendula,genus
Filipendula vulgaris,Filipendula vulgaris,species
Hypericum pulchrum-type,Plantae,kingdom
Hypericum pulchrum-type,Tracheophyta,phylum
Hypericum pulchrum-type,Magnoliopsida,class
Hypericum pulchrum-type,Malpighiales,order
Hypericum pulchrum-type,Hypericaceae,family
Hypericum pulchrum-type,Hypericum,genus
Prunus cf. P. padus,Plantae,kingdom
Prunus cf. P. padus,Tracheophyta,phylum
Prunus cf. P. padus,Magnoliopsida,class
Prunus cf. P. padus,Rosales,order
Prunus cf. P. padus,Rosaceae,family
Prunus cf. P. padus,Prunus,genus
Rubus saxatilis,Plantae,kingdom
Rubus saxatilis,Tracheophyta,phylum
Rubus saxatilis,Magnoliopsida,class
Rubus saxatilis,Rosales,order
Rubus saxatilis,Rosaceae,family
Rubus saxatilis,Rubus,genus
Rubus saxatilis,Rubus saxatilis,species
Salix pentandra-type,Plantae,kingdom
Salix pentandra-type,Tracheophyta,phylum
Salix pentandra-type,Magnoliopsida,class
Salix pentandra-type,Malpighiales,order
Salix pentandra-type,Salicaceae,family
Salix pentandra-type,Salix,genus
Saussurea nuda,Plantae,kingdom
Saussurea nuda,Tracheophyta,phylum
Saussurea nuda,Magnoliopsida,class
Saussurea nuda,Asterales,order
Saussurea nuda,Asteraceae,family
Saussurea nuda,Saussurea,genus
Saussurea nuda,Saussurea nuda,species
Saxifraga aizoides,Plantae,kingdom
Saxifraga aizoides,Tracheophyta,phylum
Saxifraga aizoides,Magnoliopsida,class
Saxifraga aizoides,Saxifragales,order
Saxifraga aizoides,Saxifragaceae,family
Saxifraga aizoides,Saxifraga,genus
Saxifraga aizoides,Saxifraga aizoides,species
Stellaria undiff.,Plantae,kingdom
Stellaria undiff.,Tracheophyta,phylum
Stellaria undiff.,Magnoliopsida,class
Stellaria undiff.,Caryophyllales,order
Stellaria undiff.,Caryophyllaceae,family
Stellaria undiff.,Stellaria,genus
Stellaria undiff.,Animalia,kingdom
Stellaria undiff.,Mollusca,phylum
Stellaria undiff.,Gastropoda,class
Stellaria undiff.,Littorinimorpha,order
Stellaria undiff.,Xenophoridae,family
Stellaria undiff.,Stellaria,genus
Succisa pratensis,Plantae,kingdom
Succisa pratensis,Tracheophyta,phylum
Succisa pratensis,Magnoliopsida,class
Succisa pratensis,Dipsacales,order
Succisa pratensis,Caprifoliaceae,family
Succisa pratensis,Succisa,genus
Succisa pratensis,Succisa pratensis,species
Chrysosplenium oppositifolium,Plantae,kingdom
Chrysosplenium oppositifolium,Tracheophyta,phylum
Chrysosplenium oppositifolium,Magnoliopsida,class
Chrysosplenium oppositifolium,Saxifragales,order
Chrysosplenium oppositifolium,Saxifragaceae,family
Chrysosplenium oppositifolium,Chrysosplenium,genus
Chrysosplenium oppositifolium,Chrysosplenium oppositifolium,species
Prunus avium/P. spinosa,Plantae,kingdom
Prunus avium/P. spinosa,Tracheophyta,phylum
Prunus avium/P. spinosa,Magnoliopsida,class
Prunus avium/P. spinosa,Rosales,order
Prunus avium/P. spinosa,Rosaceae,family
Prunus avium/P. spinosa,Prunus,genus
Silene uniflora subsp. uniflora-type,Plantae,kingdom
Silene uniflora subsp. uniflora-type,Tracheophyta,phylum
Silene uniflora subsp. uniflora-type,Magnoliopsida,class
Silene uniflora subsp. uniflora-type,Caryophyllales,order
Silene uniflora subsp. uniflora-type,Caryophyllaceae,family
Silene uniflora subsp. uniflora-type,Silene,genus
Silene uniflora subsp. uniflora-type,Silene uniflora,species
Alnus glutinosa/A. incana,Plantae,kingdom
Alnus glutinosa/A. incana,Tracheophyta,phylum
Alnus glutinosa/A. incana,Magnoliopsida,class
Alnus glutinosa/A. incana,Fagales,order
Alnus glutinosa/A. incana,Betulaceae,family
Alnus glutinosa/A. incana,Alnus,genus
Centaurea collina-type,Plantae,kingdom
Centaurea collina-type,Tracheophyta,phylum
Centaurea collina-type,Magnoliopsida,class
Centaurea collina-type,Asterales,order
Centaurea collina-type,Asteraceae,family
Centaurea collina-type,Centaurea,genus
Koenigia alpina-type,Plantae,kingdom
Koenigia alpina-type,Tracheophyta,phylum
Koenigia alpina-type,Magnoliopsida,class
Koenigia alpina-type,Caryophyllales,order
Koenigia alpina-type,Polygonaceae,family
Koenigia alpina-type,Koenigia,genus
Persicaria amphibia-type,Plantae,kingdom
Persicaria amphibia-type,Tracheophyta,phylum
Persicaria amphibia-type,Magnoliopsida,class
Persicaria amphibia-type,Caryophyllales,order
Persicaria amphibia-type,Polygonaceae,family
Persicaria amphibia-type,Persicaria,genus
Plantago alpina,Plantae,kingdom
Plantago alpina,Tracheophyta,phylum
Plantago alpina,Magnoliopsida,class
Plantago alpina,Lamiales,order
Plantago alpina,Plantaginaceae,family
Plantago alpina,Plantago,genus
Plantago alpina,Plantago alpina,species
Centaurea montana-type,Plantae,kingdom
Centaurea montana-type,Tracheophyta,phylum
Centaurea montana-type,Magnoliopsida,class
Centaurea montana-type,Asterales,order
Centaurea montana-type,Asteraceae,family
Centaurea montana-type,Centaurea,genus
Eranthis hyemalis,Plantae,kingdom
Eranthis hyemalis,Tracheophyta,phylum
Eranthis hyemalis,Magnoliopsida,class
Eranthis hyemalis,Ranunculales,order
Eranthis hyemalis,Ranunculaceae,family
Eranthis hyemalis,Eranthis,genus
Eranthis hyemalis,Eranthis hyemalis,species
Falcaria vulgaris,Plantae,kingdom
Falcaria vulgaris,Tracheophyta,phylum
Falcaria vulgaris,Magnoliopsida,class
Falcaria vulgaris,Apiales,order
Falcaria vulgaris,Apiaceae,family
Falcaria vulgaris,Falcaria,genus
Falcaria vulgaris,Falcaria vulgaris,species
Petasites,Plantae,kingdom
Petasites,Tracheophyta,phylum
Petasites,Magnoliopsida,class
Petasites,Asterales,order
Petasites,Asteraceae,family
Petasites,Petasites,genus
Rumex alpinus,Plantae,kingdom
Rumex alpinus,Tracheophyta,phylum
Rumex alpinus,Magnoliopsida,class
Rumex alpinus,Caryophyllales,order
Rumex alpinus,Polygonaceae,family
Rumex alpinus,Rumex,genus
Rumex alpinus,Rumex alpinus,species
Spiraea,Plantae,kingdom
