neotoma_names,name,rank
Oenanthe fistulosa-type,Animalia,kingdom
Oenanthe fistulosa-type,Chordata,phylum
Oenanthe fistulosa-type,Aves,class
Oenanthe fistulosa-type,Passeriformes,order
Oenanthe fistulosa-type,Muscicapidae,family
Oenanthe fistulosa-type,Oenanthe,genus
Oenanthe fistulosa-type,Plantae,kingdom
Oenanthe fistulosa-type,Tracheophyta,phylum
Oenanthe fistulosa-type,Magnoliopsida,class
Oenanthe fistulosa-type,Apiales,order
Oenanthe fistulosa-type,Apiaceae,family
Oenanthe fistulosa-type,Oenanthe,genus
Plantago atrata,Plantae,kingdom
Plantago atrata,Tracheophyta,phylum
Plantago atrata,Magnoliopsida,class
Plantago atrata,Lamiales,order
Plantago atrata,Plantaginaceae,family
Plantago atrata,Plantago,genus
Plantago atrata,Plantago atrata,species
Pseudofumaria lutea-type,Plantae,kingdom
Pseudofumaria lutea-type,Tracheophyta,phylum
Pseudofumaria lutea-type,Magnoliopsida,class
Pseudofumaria lutea-type,Ranunculales,order
Pseudofumaria lutea-type,Papaveraceae,family
Pseudofumaria lutea-type,Pseudofumaria,genus
Rumex alpinus-type,Plantae,kingdom
Rumex alpinus-type,Tracheophyta,phylum
Rumex alpinus-type,Magnoliopsida,class
Rumex alpinus-type,Caryophyllales,order
Rumex alpinus-type,Polygonaceae,family
Rumex alpinus-type,Rumex,genus
Scabiosa columbaria-type,Plantae,kingdom
Scabiosa columbaria-type,Tracheophyta,phylum
Scabiosa columbaria-type,Magnoliopsida,class
Scabiosa columbaria-type,Dipsacales,order
Scabiosa columbaria-type,Caprifoliaceae,family
Scabiosa columbaria-type,Scabiosa,genus
Staphylea pinnata,Plantae,kingdom
Staphylea pinnata,Tracheophyta,phylum
Staphylea pinnata,Magnoliopsida,class
Staphylea pinnata,Crossosomatales,order
Staphylea pinnata,Staphyleaceae,family
Staphylea pinnata,Staphylea,genus
Staphylea pinnata,Staphylea pinnata,species
Succisa pratensis-type,Plantae,kingdom
Succisa pratensis-type,Tracheophyta,phylum
Succisa pratensis-type,Magnoliopsida,class
Succisa pratensis-type,Dipsacales,order
Succisa pratensis-type,Caprifoliaceae,family
Succisa pratensis-type,Succisa,genus
Trachycarpus fortunei,Plantae,kingdom
Trachycarpus fortunei,Tracheophyta,phylum
Trachycarpus fortunei,Liliopsida,class
Trachycarpus fortunei,Arecales,order
Trachycarpus fortunei,Arecaceae,family
Trachycarpus fortunei,Trachycarpus,genus
Trachycarpus fortunei,Trachycarpus fortunei,species
Tribulus terrestris,Plantae,kingdom
Tribulus terrestris,Tracheophyta,phylum
Tribulus terrestris,Magnoliopsida,class
Tribulus terrestris,Zygophyllales,order
Tribulus terrestris,Zygophyllaceae,family
Tribulus terrestris,Tribulus,genus
Tribulus terrestris,Tribulus terrestris,species
Viola canina-type,Animalia,kingdom
Viola canina-type,Arthropoda,phylum
Viola canina-type,Insecta,class
Viola canina-type,Lepidoptera,order
Viola canina-type,Hesperiidae,family
Viola canina-type,Viola,genus
Viola canina-type,Plantae,kingdom
Viola canina-type,Tracheophyta,phylum
Viola canina-type,Magnoliopsida,class
Viola canina-type,Malpighiales,order
Viola canina-type,Violaceae,family
Viola canina-type,Viola,genus
Berula erecta,Plantae,kingdom
Berula erecta,Tracheophyta,phylum
Berula erecta,Magnoliopsida,class
Berula erecta,Apiales,order
Berula erecta,Apiaceae,family
Berula erecta,Berula,genus
Berula erecta,Berula erecta,species
Morus alba-type,Animalia,kingdom
Morus alba-type,Chordata,phylum
Morus alba-type,Aves,class
Morus alba-type,Suliformes,order
Morus alba-type,Sulidae,family
Morus alba-type,Morus,genus
Morus alba-type,Plantae,kingdom
Morus alba-type,Tracheophyta,phylum
Morus alba-type,Magnoliopsida,class
Morus alba-type,Rosales,order
Morus alba-type,Moraceae,family
Morus alba-type,Morus,genus
Artemisia herba-alba-type,Plantae,kingdom
Artemisia herba-alba-type,Tracheophyta,phylum
Artemisia herba-alba-type,Magnoliopsida,class
Artemisia herba-alba-type,Asterales,order
Artemisia herba-alba-type,Asteraceae,family
Artemisia herba-alba-type,Artemisia,genus
Artemisia vulgaris-type,Plantae,kingdom
Artemisia vulgaris-type,Tracheophyta,phylum
Artemisia vulgaris-type,Magnoliopsida,class
Artemisia vulgaris-type,Asterales,order
Artemisia vulgaris-type,Asteraceae,family
Artemisia vulgaris-type,Artemisia,genus
Betulaceae,Plantae,kingdom
Betulaceae,Tracheophyta,phylum
Betulaceae,Magnoliopsida,class
Betulaceae,Fagales,order
Betulaceae,Betulaceae,family
Cotinus coggygria,Plantae,kingdom
Cotinus coggygria,Tracheophyta,phylum
Cotinus coggygria,Magnoliopsida,class
Cotinus coggygria,Sapindales,order
Cotinus coggygria,Anacardiaceae,family
Cotinus coggygria,Cotinus,genus
Cotinus coggygria,Cotinus coggygria,species
Loranthus,Plantae,kingdom
Loranthus,Tracheophyta,phylum
Loranthus,Magnoliopsida,class
Loranthus,Santalales,order
Loranthus,Loranthaceae,family
Loranthus,Loranthus,genus
Paliurus,Animalia,kingdom
Paliurus,Annelida,phylum
Paliurus,Polychaeta,class
Paliurus,Paliurus,genus
Paliurus,Plantae,kingdom
Paliurus,Tracheophyta,phylum
Paliurus,Magnoliopsida,class
Paliurus,Rosales,order
Paliurus,Rhamnaceae,family
Paliurus,Paliurus,genus
Ranunculus repens-type,Plantae,kingdom
Ranunculus repens-type,Tracheophyta,phylum
Ranunculus repens-type,Magnoliopsida,class
Ranunculus repens-type,Ranunculales,order
Ranunculus repens-type,Ranunculaceae,family
Ranunculus repens-type,Ranunculus,genus
Ranunculus sceleratus-type,Plantae,kingdom
Ranunculus sceleratus-type,Tracheophyta,phylum
Ranunculus sceleratus-type,Magnoliopsida,class
Ranunculus sceleratus-type,Ranunculales,order
Ranunculus sceleratus-type,Ranunculaceae,family
Ranunculus sceleratus-type,Ranunculus,genus
Rubus fruticosus,Plantae,kingdom
Rubus fruticosus,Tracheophyta,phylum
Rubus fruticosus,Magnoliopsida,class
Rubus fruticosus,Rosales,order
Rubus fruticosus,Rosaceae,family
Rubus fruticosus,Rubus,genus
Rubus fruticosus,Rubus cochinchinensis,species
Adonis,Plantae,kingdom
Adonis,Tracheophyta,phylum
Adonis,Magnoliopsida,class
Adonis,Ranunculales,order
Adonis,Ranunculaceae,family
Adonis,Adonis,genus
Armeria (type A),Plantae,kingdom
Armeria (type A),Tracheophyta,phylum
Armeria (type A),Magnoliopsida,class
Armeria (type A),Caryophyllales,order
Armeria (type A),Plumbaginaceae,family
Armeria (type A),Armeria,genus
Armeria (type B),Plantae,kingdom
Armeria (type B),Tracheophyta,phylum
Armeria (type B),Magnoliopsida,class
Armeria (type B),Caryophyllales,order
Armeria (type B),Plumbaginaceae,family
Armeria (type B),Armeria,genus
Glaux,Plantae,kingdom
Glaux,Plantae,kingdom
Glaux,Tracheophyta,phylum
Glaux,Tracheophyta,phylum
Glaux,Magnoliopsida,class
Glaux,Magnoliopsida,class
Glaux,Ericales,order
Glaux,Ericales,order
Glaux,Primulaceae,family
Glaux,Primulaceae,family
Glaux,Lysimachia,genus
Glaux,Lysimachia,genus
Glaux,Plantae,kingdom
Glaux,Plantae,kingdom
Glaux,Tracheophyta,phylum
Glaux,Tracheophyta,phylum
Glaux,Magnoliopsida,class
Glaux,Magnoliopsida,class
Glaux,Fabales,order
Glaux,Fabales,order
Glaux,Fabaceae,family
Glaux,Fabaceae,family
Glaux,Astragalus,genus
Glaux,Astragalus,genus
Trifolium undiff.,Plantae,kingdom
Trifolium undiff.,Tracheophyta,phylum
Trifolium undiff.,Magnoliopsida,class
Trifolium undiff.,Fabales,order
Trifolium undiff.,Fabaceae,family
Trifolium undiff.,Trifolium,genus
Trifolium undiff.,Animalia,kingdom
Trifolium undiff.,Platyhelminthes,phylum
Trifolium undiff.,Trematoda,class
Trifolium undiff.,Plagiorchiida,order
Trifolium undiff.,Psilostomidae,family
Trifolium undiff.,Trifolium,genus
Malva sylvestris-type,Plantae,kingdom
Malva sylvestris-type,Tracheophyta,phylum
Malva sylvestris-type,Magnoliopsida,class
Malva sylvestris-type,Malvales,order
Malva sylvestris-type,Malvaceae,family
Malva sylvestris-type,Malva,genus
Pinus pinaster,Plantae,kingdom
Pinus pinaster,Tracheophyta,phylum
Pinus pinaster,Pinopsida,class
Pinus pinaster,Pinales,order
Pinus pinaster,Pinaceae,family
Pinus pinaster,Pinus,genus
Pinus pinaster,Pinus pinaster,species
Quercus pyrenaica-type,Plantae,kingdom
Quercus pyrenaica-type,Tracheophyta,phylum
Quercus pyrenaica-type,Magnoliopsida,class
Quercus pyrenaica-type,Fagales,order
Quercus pyrenaica-type,Fagaceae,family
Quercus pyrenaica-type,Quercus,genus
Urtica dioica-type,Plantae,kingdom
Urtica dioica-type,Tracheophyta,phylum
Urtica dioica-type,Magnoliopsida,class
Urtica dioica-type,Rosales,order
Urtica dioica-type,Urticaceae,family
Urtica dioica-type,Urtica,genus
Amaranthus,Plantae,kingdom
Amaranthus,Tracheophyta,phylum
Amaranthus,Magnoliopsida,class
Amaranthus,Caryophyllales,order
Amaranthus,Amaranthaceae,family
Amaranthus,Amaranthus,genus
Anemone hortensis-type,Plantae,kingdom
Anemone hortensis-type,Tracheophyta,phylum
Anemone hortensis-type,Magnoliopsida,class
Anemone hortensis-type,Ranunculales,order
Anemone hortensis-type,Ranunculaceae,family
Anemone hortensis-type,Anemone,genus
Asparagus,Plantae,kingdom
Asparagus,Tracheophyta,phylum
Asparagus,Liliopsida,class
Asparagus,Asparagales,order
Asparagus,Asparagaceae,family
Asparagus,Asparagus,genus
Asphodelus fistulosus,Plantae,kingdom
Asphodelus fistulosus,Tracheophyta,phylum
Asphodelus fistulosus,Liliopsida,class
Asphodelus fistulosus,Asparagales,order
Asphodelus fistulosus,Asphodelaceae,family
Asphodelus fistulosus,Asphodelus,genus
Asphodelus fistulosus,Asphodelus fistulosus,species
Bituminaria bituminosa,Plantae,kingdom
Bituminaria bituminosa,Tracheophyta,phylum
Bituminaria bituminosa,Magnoliopsida,class
Bituminaria bituminosa,Fabales,order
Bituminaria bituminosa,Fabaceae,family
Bituminaria bituminosa,Bituminaria,genus
Bituminaria bituminosa,Bituminaria bituminosa,species
Borago officinalis,Plantae,kingdom
Borago officinalis,Tracheophyta,phylum
Borago officinalis,Magnoliopsida,class
Borago officinalis,Boraginales,order
Borago officinalis,Boraginaceae,family
Borago officinalis,Borago,genus
Borago officinalis,Borago officinalis,species
Chamaerops humilis,Plantae,kingdom
Chamaerops humilis,Tracheophyta,phylum
Chamaerops humilis,Liliopsida,class
Chamaerops humilis,Arecales,order
Chamaerops humilis,Arecaceae,family
Chamaerops humilis,Chamaerops,genus
Chamaerops humilis,Chamaerops humilis,species
Citrus,Plantae,kingdom
Citrus,Tracheophyta,phylum
Citrus,Magnoliopsida,class
Citrus,Sapindales,order
Citrus,Rutaceae,family
Citrus,Citrus,genus
Cynoglossum officinale-type,Plantae,kingdom
Cynoglossum officinale-type,Tracheophyta,phylum
Cynoglossum officinale-type,Magnoliopsida,class
Cynoglossum officinale-type,Boraginales,order
Cynoglossum officinale-type,Boraginaceae,family
Cynoglossum officinale-type,Cynoglossum,genus
Dorycnium,Plantae,kingdom
Dorycnium,Tracheophyta,phylum
Dorycnium,Magnoliopsida,class
Dorycnium,Fabales,order
Dorycnium,Fabaceae,family
Dorycnium,Lotus,genus
Fedia cornucopiae,Plantae,kingdom
Fedia cornucopiae,Tracheophyta,phylum
Fedia cornucopiae,Magnoliopsida,class
Fedia cornucopiae,Dipsacales,order
Fedia cornucopiae,Caprifoliaceae,family
Fedia cornucopiae,Fedia,genus
Fedia cornucopiae,Fedia cornucopiae,species
Ficus carica,Plantae,kingdom
Ficus carica,Tracheophyta,phylum
Ficus carica,Magnoliopsida,class
Ficus carica,Rosales,order
Ficus carica,Moraceae,family
Ficus carica,Ficus,genus
Ficus carica,Ficus carica,species
Gypsophila arrostii,Plantae,kingdom
Gypsophila arrostii,Tracheophyta,phylum
Gypsophila arrostii,Magnoliopsida,class
Gypsophila arrostii,Caryophyllales,order
Gypsophila arrostii,Caryophyllaceae,family
Gypsophila arrostii,Gypsophila,genus
Gypsophila arrostii,Gypsophila arrostii,species
Helleborus viridis,Plantae,kingdom
Helleborus viridis,Tracheophyta,phylum
Helleborus viridis,Magnoliopsida,class
Helleborus viridis,Ranunculales,order
Helleborus viridis,Ranunculaceae,family
Helleborus viridis,Helleborus,genus
Helleborus viridis,Helleborus viridis,species
Ornithopus,Plantae,kingdom
Ornithopus,Tracheophyta,phylum
Ornithopus,Magnoliopsida,class
Ornithopus,Fabales,order
Ornithopus,Fabaceae,family
Ornithopus,Ornithopus,genus
Phlomis,Plantae,kingdom
Phlomis,Tracheophyta,phylum
Phlomis,Magnoliopsida,class
Phlomis,Lamiales,order
Phlomis,Lamiaceae,family
Phlomis,Phlomis,genus
Rumex scutatus-type,Plantae,kingdom
Rumex scutatus-type,Tracheophyta,phylum
Rumex scutatus-type,Magnoliopsida,class
Rumex scutatus-type,Caryophyllales,order
Rumex scutatus-type,Polygonaceae,family
Rumex scutatus-type,Rumex,genus
Saxifraga tridactylitis-type,Plantae,kingdom
Saxifraga tridactylitis-type,Tracheophyta,phylum
Saxifraga tridactylitis-type,Magnoliopsida,class
Saxifraga tridactylitis-type,Saxifragales,order
Saxifraga tridactylitis-type,Saxifragaceae,family
Saxifraga tridactylitis-type,Saxifraga,genus
Sideritis,Plantae,kingdom
Sideritis,Tracheophyta,phylum
Sideritis,Magnoliopsida,class
Sideritis,Lamiales,order
Sideritis,Lamiaceae,family
Sideritis,Sideritis,genus
Simethis planifolia,Plantae,kingdom
Simethis planifolia,Tracheophyta,phylum
Simethis planifolia,Liliopsida,class
Simethis planifolia,Asparagales,order
Simethis planifolia,Asphodelaceae,family
Simethis planifolia,Simethis,genus
Simethis planifolia,Simethis mattiazzii,species
Tamarix,Plantae,kingdom
Tamarix,Tracheophyta,phylum
Tamarix,Magnoliopsida,class
Tamarix,Caryophyllales,order
Tamarix,Tamaricaceae,family
Tamarix,Tamarix,genus
Tuberaria,Plantae,kingdom
Tuberaria,Tracheophyta,phylum
Tuberaria,Magnoliopsida,class
Tuberaria,Malvales,order
Tuberaria,Cistaceae,family
Tuberaria,Tuberaria,genus
Urtica membranacea-type,Plantae,kingdom
Urtica membranacea-type,Tracheophyta,phylum
Urtica membranacea-type,Magnoliopsida,class
Urtica membranacea-type,Rosales,order
Urtica membranacea-type,Urticaceae,family
Urtica membranacea-type,Urtica,genus
Urtica pilulifera,Plantae,kingdom
Urtica pilulifera,Tracheophyta,phylum
Urtica pilulifera,Magnoliopsida,class
Urtica pilulifera,Rosales,order
Urtica pilulifera,Urticaceae,family
Urtica pilulifera,Urtica,genus
Urtica pilulifera,Urtica pilulifera,species
Zelkova,Plantae,kingdom
Zelkova,Tracheophyta,phylum
Zelkova,Magnoliopsida,class
Zelkova,Rosales,order
Zelkova,Ulmaceae,family
Zelkova,Zelkova,genus
Aruncus,Plantae,kingdom
Aruncus,Tracheophyta,phylum
Aruncus,Magnoliopsida,class
Aruncus,Rosales,order
Aruncus,Rosaceae,family
Aruncus,Aruncus,genus
Astrantia,Plantae,kingdom
Astrantia,Tracheophyta,phylum
Astrantia,Magnoliopsida,class
Astrantia,Apiales,order
Astrantia,Apiaceae,family
Astrantia,Astrantia,genus
Bartsia,Plantae,kingdom
Bartsia,Tracheophyta,phylum
Bartsia,Magnoliopsida,class
Bartsia,Lamiales,order
Bartsia,Orobanchaceae,family
Bartsia,Bartsia,genus
Filipendula ulmaria,Plantae,kingdom
Filipendula ulmaria,Tracheophyta,phylum
Filipendula ulmaria,Magnoliopsida,class
Filipendula ulmaria,Rosales,order
Filipendula ulmaria,Rosaceae,family
Filipendula ulmaria,Filipendula,genus
Filipendula ulmaria,Filipendula ulmaria,species
Gnaphalium,Plantae,kingdom
Gnaphalium,Tracheophyta,phylum
Gnaphalium,Magnoliopsida,class
Gnaphalium,Asterales,order
Gnaphalium,Asteraceae,family
Gnaphalium,Gnaphalium,genus
Pedicularis palustris,Plantae,kingdom
Pedicularis palustris,Tracheophyta,phylum
Pedicularis palustris,Magnoliopsida,class
Pedicularis palustris,Lamiales,order
Pedicularis palustris,Orobanchaceae,family
Pedicularis palustris,Pedicularis,genus
Pedicularis palustris,Pedicularis palustris,species
Ribes alpinum,Plantae,kingdom
Ribes alpinum,Tracheophyta,phylum
Ribes alpinum,Magnoliopsida,class
Ribes alpinum,Saxifragales,order
Ribes alpinum,Grossulariaceae,family
Ribes alpinum,Ribes,genus
Ribes alpinum,Ribes alpinum,species
Silene vulgaris,Plantae,kingdom
Silene vulgaris,Tracheophyta,phylum
Silene vulgaris,Magnoliopsida,class
Silene vulgaris,Caryophyllales,order
Silene vulgaris,Caryophyllaceae,family
Silene vulgaris,Silene,genus
Silene vulgaris,Silene vulgaris,species
Veratrum album,Plantae,kingdom
Veratrum album,Tracheophyta,phylum
Veratrum album,Liliopsida,class
Veratrum album,Liliales,order
Veratrum album,Melanthiaceae,family
Veratrum album,Veratrum,genus
Veratrum album,Veratrum album,species
Ailanthus,Plantae,kingdom
Ailanthus,Tracheophyta,phylum
Ailanthus,Magnoliopsida,class
Ailanthus,Sapindales,order
Ailanthus,Simaroubaceae,family
Ailanthus,Ailanthus,genus
Centaurea solstitialis,Plantae,kingdom
Centaurea solstitialis,Tracheophyta,phylum
Centaurea solstitialis,Magnoliopsida,class
Centaurea solstitialis,Asterales,order
Centaurea solstitialis,Asteraceae,family
Centaurea solstitialis,Centaurea,genus
Centaurea solstitialis,Centaurea solstitialis,species
Radiola linoides,Plantae,kingdom
Radiola linoides,Tracheophyta,phylum
Radiola linoides,Magnoliopsida,class
Radiola linoides,Malpighiales,order
Radiola linoides,Linaceae,family
Radiola linoides,Radiola,genus
Radiola linoides,Radiola linoides,species
Consolida,Plantae,kingdom
Consolida,Tracheophyta,phylum
Consolida,Magnoliopsida,class
Consolida,Ranunculales,order
Consolida,Ranunculaceae,family
Consolida,Delphinium,genus
Delphinium,Plantae,kingdom
Delphinium,Tracheophyta,phylum
Delphinium,Magnoliopsida,class
Delphinium,Ranunculales,order
Delphinium,Ranunculaceae,family
Delphinium,Delphinium,genus
Nonea,Plantae,kingdom
Nonea,Tracheophyta,phylum
Nonea,Magnoliopsida,class
Nonea,Boraginales,order
Nonea,Boraginaceae,family
Nonea,Nonea,genus
Orlaya,Plantae,kingdom
Orlaya,Tracheophyta,phylum
Orlaya,Magnoliopsida,class
Orlaya,Apiales,order
Orlaya,Apiaceae,family
Orlaya,Orlaya,genus
Pulmonaria obscura,Plantae,kingdom
Pulmonaria obscura,Tracheophyta,phylum
Pulmonaria obscura,Magnoliopsida,class
Pulmonaria obscura,Boraginales,order
Pulmonaria obscura,Boraginaceae,family
Pulmonaria obscura,Pulmonaria,genus
Pulmonaria obscura,Pulmonaria obscura,species
Alkanna,Plantae,kingdom
Alkanna,Tracheophyta,phylum
Alkanna,Magnoliopsida,class
Alkanna,Boraginales,order
Alkanna,Boraginaceae,family
Alkanna,Alkanna,genus
Gentiana purpurea-type,Plantae,kingdom
Gentiana purpurea-type,Tracheophyta,phylum
Gentiana purpurea-type,Magnoliopsida,class
Gentiana purpurea-type,Gentianales,order
Gentiana purpurea-type,Gentianaceae,family
Gentiana purpurea-type,Gentiana,genus
Globularia,Plantae,kingdom
Globularia,Tracheophyta,phylum
Globularia,Magnoliopsida,class
Globularia,Lamiales,order
Globularia,Plantaginaceae,family
Globularia,Globularia,genus
Globularia,Animalia,kingdom
Globularia,Mollusca,phylum
Globularia,Gastropoda,class
Globularia,Architaenioglossa,order
Globularia,Ampullinidae,family
Globularia,Globularia,genus
Gentianella tenella-type,Plantae,kingdom
Gentianella tenella-type,Tracheophyta,phylum
Gentianella tenella-type,Magnoliopsida,class
Gentianella tenella-type,Gentianales,order
Gentianella tenella-type,Gentianaceae,family
Gentianella tenella-type,Gentianella,genus
Rubus fruticosus-type,Plantae,kingdom
Rubus fruticosus-type,Tracheophyta,phylum
Rubus fruticosus-type,Magnoliopsida,class
Rubus fruticosus-type,Rosales,order
Rubus fruticosus-type,Rosaceae,family
Rubus fruticosus-type,Rubus,genus
Vicia faba-type,Plantae,kingdom
Vicia faba-type,Tracheophyta,phylum
Vicia faba-type,Magnoliopsida,class
Vicia faba-type,Fabales,order
Vicia faba-type,Fabaceae,family
Vicia faba-type,Vicia,genus
Cistus ladanifer-type,Plantae,kingdom
Cistus ladanifer-type,Tracheophyta,phylum
Cistus ladanifer-type,Magnoliopsida,class
Cistus ladanifer-type,Malvales,order
Cistus ladanifer-type,Cistaceae,family
Cistus ladanifer-type,Cistus,genus
Colchicum,Plantae,kingdom
Colchicum,Tracheophyta,phylum
Colchicum,Liliopsida,class
Colchicum,Liliales,order
Colchicum,Colchicaceae,family
Colchicum,Colchicum,genus
Gentiana verna-type,Plantae,kingdom
Gentiana verna-type,Tracheophyta,phylum
Gentiana verna-type,Magnoliopsida,class
Gentiana verna-type,Gentianales,order
Gentiana verna-type,Gentianaceae,family
Gentiana verna-type,Gentiana,genus
Glyceria,Plantae,kingdom
Glyceria,Tracheophyta,phylum
Glyceria,Liliopsida,class
Glyceria,Poales,order
Glyceria,Poaceae,family
Glyceria,Glyceria,genus
Hordelymus,Plantae,kingdom
Hordelymus,Tracheophyta,phylum
Hordelymus,Liliopsida,class
Hordelymus,Poales,order
Hordelymus,Poaceae,family
Hordelymus,Hordelymus,genus
Lonicera caerulea,Plantae,kingdom
Lonicera caerulea,Tracheophyta,phylum
Lonicera caerulea,Magnoliopsida,class
Lonicera caerulea,Dipsacales,order
Lonicera caerulea,Caprifoliaceae,family
Lonicera caerulea,Lonicera,genus
Lonicera caerulea,Lonicera caerulea,species
Colchicum autumnale-type,Plantae,kingdom
Colchicum autumnale-type,Tracheophyta,phylum
Colchicum autumnale-type,Liliopsida,class
Colchicum autumnale-type,Liliales,order
Colchicum autumnale-type,Colchicaceae,family
Colchicum autumnale-type,Colchicum,genus
Polygonum oxyspermum,Plantae,kingdom
Polygonum oxyspermum,Tracheophyta,phylum
Polygonum oxyspermum,Magnoliopsida,class
Polygonum oxyspermum,Caryophyllales,order
Polygonum oxyspermum,Polygonaceae,family
Polygonum oxyspermum,Polygonum,genus
Polygonum oxyspermum,Polygonum oxyspermum,species
Primula integrifolia-type,Plantae,kingdom
Primula integrifolia-type,Tracheophyta,phylum
Primula integrifolia-type,Magnoliopsida,class
Primula integrifolia-type,Ericales,order
Primula integrifolia-type,Primulaceae,family
Primula integrifolia-type,Primula,genus
Angelica archangelica-type,Animalia,kingdom
Angelica archangelica-type,Arthropoda,phylum
Angelica archangelica-type,Insecta,class
Angelica archangelica-type,Hymenoptera,order
Angelica archangelica-type,Braconidae,family
Angelica archangelica-type,Angelica,genus
Angelica archangelica-type,Plantae,kingdom
Angelica archangelica-type,Tracheophyta,phylum
Angelica archangelica-type,Magnoliopsida,class
Angelica archangelica-type,Apiales,order
Angelica archangelica-type,Apiaceae,family
Angelica archangelica-type,Angelica,genus
Angelica palustris-type,Animalia,kingdom
Angelica palustris-type,Arthropoda,phylum
Angelica palustris-type,Insecta,class
Angelica palustris-type,Hymenoptera,order
Angelica palustris-type,Braconidae,family
Angelica palustris-type,Angelica,genus
Angelica palustris-type,Plantae,kingdom
Angelica palustris-type,Tracheophyta,phylum
Angelica palustris-type,Magnoliopsida,class
Angelica palustris-type,Apiales,order
Angelica palustris-type,Apiaceae,family
Angelica palustris-type,Angelica,genus
Apium nodiflorum,Plantae,kingdom
Apium nodiflorum,Plantae,kingdom
Apium nodiflorum,Tracheophyta,phylum
Apium nodiflorum,Tracheophyta,phylum
Apium nodiflorum,Magnoliopsida,class
Apium nodiflorum,Magnoliopsida,class
Apium nodiflorum,Apiales,order
Apium nodiflorum,Apiales,order
Apium nodiflorum,Apiaceae,family
Apium nodiflorum,Apiaceae,family
Apium nodiflorum,Helosciadium,genus
Apium nodiflorum,Helosciadium,genus
Apium nodiflorum,Helosciadium nodiflorum,species
Apium nodiflorum,Helosciadium nodiflorum,species
Apium nodiflorum,Plantae,kingdom
Apium nodiflorum,Plantae,kingdom
Apium nodiflorum,Tracheophyta,phylum
Apium nodiflorum,Tracheophyta,phylum
Apium nodiflorum,Magnoliopsida,class
Apium nodiflorum,Magnoliopsida,class
Apium nodiflorum,Apiales,order
Apium nodiflorum,Apiales,order
Apium nodiflorum,Apiaceae,family
Apium nodiflorum,Apiaceae,family
Apium nodiflorum,Helosciadium,genus
Apium nodiflorum,Helosciadium,genus
Apium nodiflorum,Helosciadium nodiflorum,species
Apium nodiflorum,Helosciadium nodiflorum,species
Asphodelus albus,Plantae,kingdom
Asphodelus albus,Tracheophyta,phylum
Asphodelus albus,Liliopsida,class
Asphodelus albus,Asparagales,order
Asphodelus albus,Asphodelaceae,family
Asphodelus albus,Asphodelus,genus
Asphodelus albus,Asphodelus albus,species
Carum verticillatum,Plantae,kingdom
Carum verticillatum,Tracheophyta,phylum
Carum verticillatum,Magnoliopsida,class
Carum verticillatum,Apiales,order
Carum verticillatum,Apiaceae,family
Carum verticillatum,Trocdaris,genus
Carum verticillatum,Trocdaris verticillatum,species
Chaerophyllum temulum,Plantae,kingdom
Chaerophyllum temulum,Tracheophyta,phylum
Chaerophyllum temulum,Magnoliopsida,class
Chaerophyllum temulum,Apiales,order
Chaerophyllum temulum,Apiaceae,family
Chaerophyllum temulum,Chaerophyllum,genus
Chaerophyllum temulum,Chaerophyllum temulum,species
Colchicum montanum,Plantae,kingdom
Colchicum montanum,Tracheophyta,phylum
Colchicum montanum,Liliopsida,class
Colchicum montanum,Liliales,order
Colchicum montanum,Colchicaceae,family
Colchicum montanum,Colchicum,genus
Colchicum montanum,Colchicum montanum,species
Cytisus grandiflorus,Plantae,kingdom
Cytisus grandiflorus,Tracheophyta,phylum
Cytisus grandiflorus,Magnoliopsida,class
Cytisus grandiflorus,Fabales,order
Cytisus grandiflorus,Fabaceae,family
Cytisus grandiflorus,Cytisus,genus
Cytisus grandiflorus,Cytisus grandiflorus,species
Dianthus lusitanus-type,Plantae,kingdom
Dianthus lusitanus-type,Tracheophyta,phylum
Dianthus lusitanus-type,Magnoliopsida,class
Dianthus lusitanus-type,Caryophyllales,order
Dianthus lusitanus-type,Caryophyllaceae,family
Dianthus lusitanus-type,Dianthus,genus
Fraxinus angustifolia,Plantae,kingdom
Fraxinus angustifolia,Tracheophyta,phylum
Fraxinus angustifolia,Magnoliopsida,class
Fraxinus angustifolia,Lamiales,order
Fraxinus angustifolia,Oleaceae,family
Fraxinus angustifolia,Fraxinus,genus
Fraxinus angustifolia,Fraxinus angustifolia,species
Fritillaria lusitanica,Plantae,kingdom
Fritillaria lusitanica,Tracheophyta,phylum
Fritillaria lusitanica,Liliopsida,class
Fritillaria lusitanica,Liliales,order
Fritillaria lusitanica,Liliaceae,family
Fritillaria lusitanica,Fritillaria,genus
Fritillaria lusitanica,Fritillaria lusitanica,species
Gagea nevadensis,Plantae,kingdom
Gagea nevadensis,Tracheophyta,phylum
Gagea nevadensis,Liliopsida,class
Gagea nevadensis,Liliales,order
Gagea nevadensis,Liliaceae,family
Gagea nevadensis,Gagea,genus
Gagea nevadensis,Gagea nevadensis,species
Gentiana lutea/G. pneumonanthe,Plantae,kingdom
Gentiana lutea/G. pneumonanthe,Tracheophyta,phylum
Gentiana lutea/G. pneumonanthe,Magnoliopsida,class
Gentiana lutea/G. pneumonanthe,Gentianales,order
Gentiana lutea/G. pneumonanthe,Gentianaceae,family
Gentiana lutea/G. pneumonanthe,Gentiana,genus
Laserpitium,Plantae,kingdom
Laserpitium,Tracheophyta,phylum
Laserpitium,Magnoliopsida,class
Laserpitium,Apiales,order
