taxa,dataset_id,BIN,summed_pollen_count
Sambucus,40799,5,0
Sambucus,40799,6,0
Sambucus,40799,11,0
Sambucus,40799,13,2
Sambucus,40799,14,0
Sambucus,40799,15,0
Sambucus,40799,16,0
Sambucus,40799,17,0
Sambucus,40799,18,1
Sambucus,40799,19,0
Sambucus,40799,20,0
Sambucus,40799,21,0
Sarcobatus,40799,1,3
Sarcobatus,40799,2,0
Sarcobatus,40799,3,0
Sarcobatus,40799,4,0
Sarcobatus,40799,5,0
Sarcobatus,40799,6,0
Sarcobatus,40799,11,0
Sarcobatus,40799,13,0
Sarcobatus,40799,14,0
Sarcobatus,40799,15,0
Sarcobatus,40799,16,0
Sarcobatus,40799,17,0
Sarcobatus,40799,18,0
Sarcobatus,40799,19,1
Sarcobatus,40799,20,0
Sarcobatus,40799,21,0
Solanaceae,40799,1,2
Solanaceae,40799,2,0
Solanaceae,40799,3,0
Solanaceae,40799,4,0
Solanaceae,40799,5,0
Solanaceae,40799,6,0
Solanaceae,40799,11,0
Solanaceae,40799,13,0
Solanaceae,40799,14,0
Solanaceae,40799,15,0
Solanaceae,40799,16,0
Solanaceae,40799,17,0
Solanaceae,40799,18,0
Solanaceae,40799,19,0
Solanaceae,40799,20,0
Solanaceae,40799,21,0
Taxus,40799,1,0
Taxus,40799,2,0
Taxus,40799,3,0
Taxus,40799,4,0
Taxus,40799,5,0
Taxus,40799,6,0
Taxus,40799,11,0
Taxus,40799,13,0
Taxus,40799,14,2
Taxus,40799,15,0
Taxus,40799,16,3
Taxus,40799,17,0
Taxus,40799,18,0
Taxus,40799,19,0
Taxus,40799,20,0
Taxus,40799,21,0
Tilia,40799,1,8
Tilia,40799,2,0
Tilia,40799,3,0
Tilia,40799,4,0
Tilia,40799,5,0
Tilia,40799,6,0
Tilia,40799,11,2
Tilia,40799,13,3
Tilia,40799,14,5
Tilia,40799,15,9
Tilia,40799,16,3
Tilia,40799,17,0
Tilia,40799,18,8
Tilia,40799,19,4
Tilia,40799,20,7
Tilia,40799,21,3
Tsuga,40799,1,807
Tsuga,40799,2,139
Tsuga,40799,3,44
Tsuga,40799,4,7
Tsuga,40799,5,1
Tsuga,40799,6,0
Tsuga,40799,11,189
Tsuga,40799,13,129
Tsuga,40799,14,42
Tsuga,40799,15,316
Tsuga,40799,16,417
Tsuga,40799,17,273
Tsuga,40799,18,221
Tsuga,40799,19,244
Tsuga,40799,20,1393
Tsuga,40799,21,455
Ulmus,40799,1,171
Ulmus,40799,2,31
Ulmus,40799,3,14
Ulmus,40799,4,5
Ulmus,40799,5,2
Ulmus,40799,6,0
Ulmus,40799,11,36
Ulmus,40799,13,46
Ulmus,40799,14,51
Ulmus,40799,15,84
Ulmus,40799,16,78
Ulmus,40799,17,57
Ulmus,40799,18,55
Ulmus,40799,19,63
Ulmus,40799,20,108
Ulmus,40799,21,62
Viburnum,40799,1,3
Viburnum,40799,2,0
Viburnum,40799,3,0
Viburnum,40799,4,0
Viburnum,40799,5,0
Viburnum,40799,6,0
Viburnum,40799,11,1
Viburnum,40799,13,1
Viburnum,40799,14,0
Viburnum,40799,15,0
Viburnum,40799,16,0
Viburnum,40799,17,0
Viburnum,40799,18,0
Viburnum,40799,19,0
Viburnum,40799,20,0
Viburnum,40799,21,0
Abies,40803,1,10.5
Abies,40803,2,13
Abies,40803,3,13
Abies,40803,4,19
Abies,40803,5,1
Abies,40803,6,0
Abies,40803,11,0
Abies,40803,13,2
Abies,40803,14,2
Abies,40803,15,2
Abies,40803,16,0
Abies,40803,17,0
Abies,40803,18,4
Abies,40803,19,4
Abies,40803,20,0
Abies,40803,21,0
Acer,40803,1,5
Acer,40803,2,2
Acer,40803,3,0
Acer,40803,4,0
Acer,40803,5,0
Acer,40803,6,0
Acer,40803,11,0
Acer,40803,13,3
Acer,40803,14,17
Acer,40803,15,1
Acer,40803,16,2
Acer,40803,17,4
Acer,40803,18,1
Acer,40803,19,2
Acer,40803,20,0
Acer,40803,21,1
Acer negundo,40803,1,0
Acer negundo,40803,2,0
Acer negundo,40803,3,0
Acer negundo,40803,4,0
Acer negundo,40803,5,0
Acer negundo,40803,6,0
Acer negundo,40803,11,1
Acer negundo,40803,13,1
Acer negundo,40803,14,4
Acer negundo,40803,15,3
Acer negundo,40803,16,0
Acer negundo,40803,17,0
Acer negundo,40803,18,0
Acer negundo,40803,19,1
Acer negundo,40803,20,1
Acer negundo,40803,21,0
Acer rubrum,40803,1,265.5
Acer rubrum,40803,2,0
Acer rubrum,40803,3,0
Acer rubrum,40803,4,1
Acer rubrum,40803,5,0
Acer rubrum,40803,6,1
Acer rubrum,40803,11,8
Acer rubrum,40803,13,35
Acer rubrum,40803,14,36
Acer rubrum,40803,15,18
Acer rubrum,40803,16,20
Acer rubrum,40803,17,18
Acer rubrum,40803,18,17
Acer rubrum,40803,19,6
Acer rubrum,40803,20,3
Acer rubrum,40803,21,43
Acer saccharum,40803,1,214.5
Acer saccharum,40803,2,2
Acer saccharum,40803,3,1
Acer saccharum,40803,4,0
Acer saccharum,40803,5,0
Acer saccharum,40803,6,0
Acer saccharum,40803,11,32
Acer saccharum,40803,13,62
Acer saccharum,40803,14,76
Acer saccharum,40803,15,34
Acer saccharum,40803,16,30
Acer saccharum,40803,17,22
Acer saccharum,40803,18,24
Acer saccharum,40803,19,18
Acer saccharum,40803,20,6
Acer saccharum,40803,21,99
Acer spicatum,40803,1,0
Acer spicatum,40803,2,0
Acer spicatum,40803,3,0
Acer spicatum,40803,4,0
Acer spicatum,40803,5,0
Acer spicatum,40803,6,0
Acer spicatum,40803,11,0
Acer spicatum,40803,13,0
Acer spicatum,40803,14,0
Acer spicatum,40803,15,1
Acer spicatum,40803,16,0
Acer spicatum,40803,17,0
Acer spicatum,40803,18,1
Acer spicatum,40803,19,0
Acer spicatum,40803,20,0
Acer spicatum,40803,21,0
Alnus incana,40803,1,145
Alnus incana,40803,2,16
Alnus incana,40803,3,5
Alnus incana,40803,4,6
Alnus incana,40803,5,5
Alnus incana,40803,6,1
Alnus incana,40803,11,22
Alnus incana,40803,13,73
Alnus incana,40803,14,59
Alnus incana,40803,15,63
Alnus incana,40803,16,201
Alnus incana,40803,17,156
Alnus incana,40803,18,216
Alnus incana,40803,19,76
Alnus incana,40803,20,7
Alnus incana,40803,21,74
Alnus viridis subsp. crispa,40803,1,2
Alnus viridis subsp. crispa,40803,2,49
Alnus viridis subsp. crispa,40803,3,30
Alnus viridis subsp. crispa,40803,4,96
Alnus viridis subsp. crispa,40803,5,58
Alnus viridis subsp. crispa,40803,6,0
Alnus viridis subsp. crispa,40803,11,0
Alnus viridis subsp. crispa,40803,13,1
Alnus viridis subsp. crispa,40803,14,2
Alnus viridis subsp. crispa,40803,15,0
Alnus viridis subsp. crispa,40803,16,3
Alnus viridis subsp. crispa,40803,17,4
Alnus viridis subsp. crispa,40803,18,26
Alnus viridis subsp. crispa,40803,19,42
Alnus viridis subsp. crispa,40803,20,3
Alnus viridis subsp. crispa,40803,21,0
Artemisia,40803,1,23
Artemisia,40803,2,1
Artemisia,40803,3,0
Artemisia,40803,4,1
Artemisia,40803,5,0
Artemisia,40803,6,0
Artemisia,40803,11,6
Artemisia,40803,13,6
Artemisia,40803,14,9
Artemisia,40803,15,4
Artemisia,40803,16,6
Artemisia,40803,17,3
Artemisia,40803,18,2
Artemisia,40803,19,2
Artemisia,40803,20,1
Artemisia,40803,21,8
Betula,40803,1,1346
Betula,40803,2,156
Betula,40803,3,91
Betula,40803,4,76
Betula,40803,5,19
Betula,40803,6,12
Betula,40803,11,324
Betula,40803,13,493
Betula,40803,14,609
Betula,40803,15,272
Betula,40803,16,159
Betula,40803,17,225
Betula,40803,18,201
Betula,40803,19,268
Betula,40803,20,74
Betula,40803,21,692
Carya,40803,1,379
Carya,40803,2,2
Carya,40803,3,0
Carya,40803,4,0
Carya,40803,5,0
Carya,40803,6,0
Carya,40803,11,106
Carya,40803,13,102
Carya,40803,14,158
Carya,40803,15,53
Carya,40803,16,24
Carya,40803,17,23
Carya,40803,18,14
Carya,40803,19,8
Carya,40803,20,1
Carya,40803,21,294
Castanea,40803,1,68
Castanea,40803,2,2
Castanea,40803,3,0
Castanea,40803,4,0
Castanea,40803,5,0
Castanea,40803,6,0
Castanea,40803,11,3
Castanea,40803,13,17
Castanea,40803,14,8
Castanea,40803,15,1
Castanea,40803,16,4
Castanea,40803,17,1
Castanea,40803,18,4
Castanea,40803,19,1
Castanea,40803,20,0
Castanea,40803,21,25
Celtis,40803,1,0
Celtis,40803,2,0
Celtis,40803,3,0
Celtis,40803,4,0
Celtis,40803,5,0
Celtis,40803,6,1
Celtis,40803,11,0
Celtis,40803,13,1
Celtis,40803,14,0
Celtis,40803,15,0
Celtis,40803,16,0
Celtis,40803,17,2
Celtis,40803,18,1
Celtis,40803,19,0
Celtis,40803,20,0
Celtis,40803,21,0
Cephalanthus,40803,1,263
Cephalanthus,40803,2,0
Cephalanthus,40803,3,0
Cephalanthus,40803,4,0
Cephalanthus,40803,5,0
Cephalanthus,40803,6,0
Cephalanthus,40803,11,93
Cephalanthus,40803,13,115
Cephalanthus,40803,14,42
Cephalanthus,40803,15,34
Cephalanthus,40803,16,52
Cephalanthus,40803,17,23
Cephalanthus,40803,18,10
Cephalanthus,40803,19,2
Cephalanthus,40803,20,0
Cephalanthus,40803,21,151
Clethra,40803,1,378
Clethra,40803,2,0
Clethra,40803,3,0
Clethra,40803,4,1
Clethra,40803,5,0
Clethra,40803,6,0
Clethra,40803,11,42
Clethra,40803,13,72
Clethra,40803,14,92
Clethra,40803,15,20
Clethra,40803,16,10
Clethra,40803,17,3
Clethra,40803,18,0
Clethra,40803,19,0
Clethra,40803,20,0
Clethra,40803,21,180
Cornus,40803,1,1
Cornus,40803,2,0
Cornus,40803,3,0
Cornus,40803,4,0
Cornus,40803,5,0
Cornus,40803,6,0
Cornus,40803,11,0
Cornus,40803,13,0
Cornus,40803,14,1
Cornus,40803,15,1
Cornus,40803,16,1
Cornus,40803,17,0
Cornus,40803,18,0
Cornus,40803,19,0
Cornus,40803,20,0
Cornus,40803,21,0
Corylus,40803,1,27
Corylus,40803,2,51
Corylus,40803,3,0
Corylus,40803,4,1
Corylus,40803,5,2
Corylus,40803,6,4
Corylus,40803,11,3
Corylus,40803,13,23
Corylus,40803,14,35
Corylus,40803,15,32
Corylus,40803,16,21
Corylus,40803,17,16
Corylus,40803,18,81
Corylus,40803,19,195
Corylus,40803,20,48
Corylus,40803,21,6
Cupressaceae,40803,1,198
Cupressaceae,40803,2,1
Cupressaceae,40803,3,0
Cupressaceae,40803,4,0
Cupressaceae,40803,5,1
Cupressaceae,40803,6,0
Cupressaceae,40803,11,5
Cupressaceae,40803,13,43
Cupressaceae,40803,14,59
Cupressaceae,40803,15,29
Cupressaceae,40803,16,18
Cupressaceae,40803,17,19
Cupressaceae,40803,18,14
Cupressaceae,40803,19,10
Cupressaceae,40803,20,2
Cupressaceae,40803,21,12
Ericaceae,40803,1,725
Ericaceae,40803,2,58
Ericaceae,40803,3,0
Ericaceae,40803,4,0
Ericaceae,40803,5,5
Ericaceae,40803,6,2
Ericaceae,40803,11,13
Ericaceae,40803,13,58
Ericaceae,40803,14,72
Ericaceae,40803,15,33
Ericaceae,40803,16,12
Ericaceae,40803,17,17
Ericaceae,40803,18,6
Ericaceae,40803,19,9
Ericaceae,40803,20,9
Ericaceae,40803,21,102
Fagus,40803,1,444
Fagus,40803,2,1
Fagus,40803,3,1
Fagus,40803,4,0
Fagus,40803,5,5
Fagus,40803,6,3
Fagus,40803,11,287
Fagus,40803,13,1551
Fagus,40803,14,2865
Fagus,40803,15,749
Fagus,40803,16,218
Fagus,40803,17,213
Fagus,40803,18,69
Fagus,40803,19,27
Fagus,40803,20,1
Fagus,40803,21,383
Fraxinus nigra,40803,1,40
Fraxinus nigra,40803,2,4
Fraxinus nigra,40803,3,0
Fraxinus nigra,40803,4,2
Fraxinus nigra,40803,5,2
Fraxinus nigra,40803,6,2
Fraxinus nigra,40803,11,9
Fraxinus nigra,40803,13,15
Fraxinus nigra,40803,14,20
Fraxinus nigra,40803,15,12
Fraxinus nigra,40803,16,9
Fraxinus nigra,40803,17,5
Fraxinus nigra,40803,18,9
Fraxinus nigra,40803,19,15
Fraxinus nigra,40803,20,2
Fraxinus nigra,40803,21,27
Fraxinus pennsylvanica/F. americana-type,40803,1,101
Fraxinus pennsylvanica/F. americana-type,40803,2,3
Fraxinus pennsylvanica/F. americana-type,40803,3,0
Fraxinus pennsylvanica/F. americana-type,40803,4,0
Fraxinus pennsylvanica/F. americana-type,40803,5,0
Fraxinus pennsylvanica/F. americana-type,40803,6,0
Fraxinus pennsylvanica/F. americana-type,40803,11,21
Fraxinus pennsylvanica/F. americana-type,40803,13,34
Fraxinus pennsylvanica/F. americana-type,40803,14,57
Fraxinus pennsylvanica/F. americana-type,40803,15,31
Fraxinus pennsylvanica/F. americana-type,40803,16,29
Fraxinus pennsylvanica/F. americana-type,40803,17,25
Fraxinus pennsylvanica/F. americana-type,40803,18,17
Fraxinus pennsylvanica/F. americana-type,40803,19,37
Fraxinus pennsylvanica/F. americana-type,40803,20,6
Fraxinus pennsylvanica/F. americana-type,40803,21,36
Fraxinus undiff.,40803,1,35
Fraxinus undiff.,40803,2,2
Fraxinus undiff.,40803,3,4
Fraxinus undiff.,40803,4,0
Fraxinus undiff.,40803,5,1
Fraxinus undiff.,40803,6,1
Fraxinus undiff.,40803,11,8
Fraxinus undiff.,40803,13,6
Fraxinus undiff.,40803,14,1
Fraxinus undiff.,40803,15,4
Fraxinus undiff.,40803,16,4
Fraxinus undiff.,40803,17,4
Fraxinus undiff.,40803,18,7
Fraxinus undiff.,40803,19,6
Fraxinus undiff.,40803,20,3
Fraxinus undiff.,40803,21,13
Ilex,40803,1,59
Ilex,40803,2,0
Ilex,40803,3,0
Ilex,40803,4,0
Ilex,40803,5,0
Ilex,40803,6,0
Ilex,40803,11,11
Ilex,40803,13,14
Ilex,40803,14,20
Ilex,40803,15,2
Ilex,40803,16,1
Ilex,40803,17,1
Ilex,40803,18,0
Ilex,40803,19,0
Ilex,40803,20,0
Ilex,40803,21,15
Juglans,40803,1,0
Juglans,40803,2,0
Juglans,40803,3,0
Juglans,40803,4,0
Juglans,40803,5,0
Juglans,40803,6,0
Juglans,40803,11,0
Juglans,40803,13,5
Juglans,40803,14,2
Juglans,40803,15,0
Juglans,40803,16,0
Juglans,40803,17,0
Juglans,40803,18,0
Juglans,40803,19,0
Juglans,40803,20,0
Juglans,40803,21,0
Juglans cinerea,40803,1,18
Juglans cinerea,40803,2,1
Juglans cinerea,40803,3,0
Juglans cinerea,40803,4,0
Juglans cinerea,40803,5,0
Juglans cinerea,40803,6,0
Juglans cinerea,40803,11,3
Juglans cinerea,40803,13,3
Juglans cinerea,40803,14,4
Juglans cinerea,40803,15,0
Juglans cinerea,40803,16,5
Juglans cinerea,40803,17,9
Juglans cinerea,40803,18,2
Juglans cinerea,40803,19,7
Juglans cinerea,40803,20,0
Juglans cinerea,40803,21,8
Juglans nigra,40803,1,8
Juglans nigra,40803,2,0
Juglans nigra,40803,3,0
Juglans nigra,40803,4,0
Juglans nigra,40803,5,0
Juglans nigra,40803,6,0
Juglans nigra,40803,11,0
Juglans nigra,40803,13,1
Juglans nigra,40803,14,1
Juglans nigra,40803,15,0
Juglans nigra,40803,16,0
Juglans nigra,40803,17,0
Juglans nigra,40803,18,0
Juglans nigra,40803,19,0
Juglans nigra,40803,20,0
Juglans nigra,40803,21,3
Larix,40803,1,0
Larix,40803,2,2
Larix,40803,3,11
Larix,40803,4,0
Larix,40803,5,0
Larix,40803,6,0
Larix,40803,11,0
Larix,40803,13,2
Larix,40803,14,1
Larix,40803,15,0
Larix,40803,16,1
Larix,40803,17,0
Larix,40803,18,1
Larix,40803,19,0
Larix,40803,20,0
Larix,40803,21,0
Liquidambar,40803,1,15
Liquidambar,40803,2,0
Liquidambar,40803,3,0
Liquidambar,40803,4,0
Liquidambar,40803,5,1
Liquidambar,40803,6,0
Liquidambar,40803,11,4
Liquidambar,40803,13,6
Liquidambar,40803,14,1
Liquidambar,40803,15,2
Liquidambar,40803,16,4
Liquidambar,40803,17,6
Liquidambar,40803,18,4
Liquidambar,40803,19,3
Liquidambar,40803,20,0
Liquidambar,40803,21,4
Magnolia,40803,1,0
Magnolia,40803,2,0
Magnolia,40803,3,0
Magnolia,40803,4,0
Magnolia,40803,5,0
Magnolia,40803,6,0
Magnolia,40803,11,0
Magnolia,40803,13,0
Magnolia,40803,14,0
Magnolia,40803,15,1
Magnolia,40803,16,0
Magnolia,40803,17,0
Magnolia,40803,18,0
Magnolia,40803,19,1
Magnolia,40803,20,0
Magnolia,40803,21,0
Morus,40803,1,1
Morus,40803,2,0
Morus,40803,3,0
Morus,40803,4,0
Morus,40803,5,0
Morus,40803,6,0
Morus,40803,11,0
Morus,40803,13,1
Morus,40803,14,0
Morus,40803,15,0
Morus,40803,16,1
Morus,40803,17,1
Morus,40803,18,3
Morus,40803,19,1
Morus,40803,20,1
Morus,40803,21,0
Myrica/Comptonia,40803,1,714
Myrica/Comptonia,40803,2,34
Myrica/Comptonia,40803,3,0
Myrica/Comptonia,40803,4,2
Myrica/Comptonia,40803,5,7
Myrica/Comptonia,40803,6,3
Myrica/Comptonia,40803,11,232
Myrica/Comptonia,40803,13,273
Myrica/Comptonia,40803,14,327
Myrica/Comptonia,40803,15,133
Myrica/Comptonia,40803,16,67
Myrica/Comptonia,40803,17,82
Myrica/Comptonia,40803,18,155
Myrica/Comptonia,40803,19,370
Myrica/Comptonia,40803,20,47
Myrica/Comptonia,40803,21,484
Nyssa,40803,1,169
Nyssa,40803,2,0
Nyssa,40803,3,0
Nyssa,40803,4,0
Nyssa,40803,5,0
Nyssa,40803,6,0
Nyssa,40803,11,30
Nyssa,40803,13,29
Nyssa,40803,14,59
Nyssa,40803,15,32
Nyssa,40803,16,24
Nyssa,40803,17,11
Nyssa,40803,18,7
Nyssa,40803,19,4
Nyssa,40803,20,0
Nyssa,40803,21,75
Ostrya/Carpinus,40803,1,100
Ostrya/Carpinus,40803,2,11
Ostrya/Carpinus,40803,3,5
Ostrya/Carpinus,40803,4,4
Ostrya/Carpinus,40803,5,12
Ostrya/Carpinus,40803,6,17
Ostrya/Carpinus,40803,11,33
Ostrya/Carpinus,40803,13,87
Ostrya/Carpinus,40803,14,131
Ostrya/Carpinus,40803,15,24
Ostrya/Carpinus,40803,16,23
Ostrya/Carpinus,40803,17,18
Ostrya/Carpinus,40803,18,42
Ostrya/Carpinus,40803,19,53
Ostrya/Carpinus,40803,20,23
Ostrya/Carpinus,40803,21,44
Picea glauca,40803,1,0
Picea glauca,40803,2,5
Picea glauca,40803,3,10
Picea glauca,40803,4,45
Picea glauca,40803,5,17
Picea glauca,40803,6,8
Picea glauca,40803,11,0
Picea glauca,40803,13,0
Picea glauca,40803,14,0
Picea glauca,40803,15,0
Picea glauca,40803,16,0
Picea glauca,40803,17,0
Picea glauca,40803,18,0
Picea glauca,40803,19,3
Picea glauca,40803,20,1
Picea glauca,40803,21,0
Picea mariana,40803,1,0
Picea mariana,40803,2,28
Picea mariana,40803,3,74
Picea mariana,40803,4,48
Picea mariana,40803,5,26
Picea mariana,40803,6,65
Picea mariana,40803,11,2
Picea mariana,40803,13,3
Picea mariana,40803,14,4
Picea mariana,40803,15,1
Picea mariana,40803,16,3
Picea mariana,40803,17,0
Picea mariana,40803,18,3
Picea mariana,40803,19,11
Picea mariana,40803,20,3
Picea mariana,40803,21,0
Picea rubens-type,40803,1,0
Picea rubens-type,40803,2,0
Picea rubens-type,40803,3,0
Picea rubens-type,40803,4,0
Picea rubens-type,40803,5,0
Picea rubens-type,40803,6,0
Picea rubens-type,40803,11,0
Picea rubens-type,40803,13,0
Picea rubens-type,40803,14,1
Picea rubens-type,40803,15,0
Picea rubens-type,40803,16,0
Picea rubens-type,40803,17,0
Picea rubens-type,40803,18,0
Picea rubens-type,40803,19,0
Picea rubens-type,40803,20,0
Picea rubens-type,40803,21,0
Picea undiff.,40803,1,118.5
Picea undiff.,40803,2,48
Picea undiff.,40803,3,24
Picea undiff.,40803,4,42
Picea undiff.,40803,5,32
Picea undiff.,40803,6,15
Picea undiff.,40803,11,3.5
Picea undiff.,40803,13,2.5
Picea undiff.,40803,14,5.5
Picea undiff.,40803,15,4
Picea undiff.,40803,16,6
Picea undiff.,40803,17,4
Picea undiff.,40803,18,2
Picea undiff.,40803,19,14
Picea undiff.,40803,20,0
Picea undiff.,40803,21,23.5
Pinus banksiana-type,40803,1,0
Pinus banksiana-type,40803,2,33
Pinus banksiana-type,40803,3,127
Pinus banksiana-type,40803,4,0
Pinus banksiana-type,40803,5,0
Pinus banksiana-type,40803,6,168
Pinus banksiana-type,40803,11,2
Pinus banksiana-type,40803,13,3
Pinus banksiana-type,40803,14,13
Pinus banksiana-type,40803,15,5
Pinus banksiana-type,40803,16,0
Pinus banksiana-type,40803,17,0
Pinus banksiana-type,40803,18,7
Pinus banksiana-type,40803,19,17
Pinus banksiana-type,40803,20,7
Pinus banksiana-type,40803,21,0
Pinus resinosa-type,40803,1,0
Pinus resinosa-type,40803,2,25
Pinus resinosa-type,40803,3,5
Pinus resinosa-type,40803,4,0
Pinus resinosa-type,40803,5,0
Pinus resinosa-type,40803,6,1
Pinus resinosa-type,40803,11,1
Pinus resinosa-type,40803,13,11
Pinus resinosa-type,40803,14,14
Pinus resinosa-type,40803,15,13
Pinus resinosa-type,40803,16,2
Pinus resinosa-type,40803,17,0
Pinus resinosa-type,40803,18,50
Pinus resinosa-type,40803,19,49
Pinus resinosa-type,40803,20,89
Pinus resinosa-type,40803,21,0
Pinus rigida,40803,1,0
Pinus rigida,40803,2,0
Pinus rigida,40803,3,0
Pinus rigida,40803,4,0
Pinus rigida,40803,5,0
Pinus rigida,40803,6,0
Pinus rigida,40803,11,0
Pinus rigida,40803,13,6
Pinus rigida,40803,14,8
Pinus rigida,40803,15,1
Pinus rigida,40803,16,0
Pinus rigida,40803,17,0
Pinus rigida,40803,18,0
Pinus rigida,40803,19,0
Pinus rigida,40803,20,0
Pinus rigida,40803,21,0
Pinus subg. Pinus,40803,1,504
Pinus subg. Pinus,40803,2,133
Pinus subg. Pinus,40803,3,2
Pinus subg. Pinus,40803,4,87
Pinus subg. Pinus,40803,5,151
Pinus subg. Pinus,40803,6,0
Pinus subg. Pinus,40803,11,23
Pinus subg. Pinus,40803,13,17
Pinus subg. Pinus,40803,14,42
Pinus subg. Pinus,40803,15,32
Pinus subg. Pinus,40803,16,92
Pinus subg. Pinus,40803,17,114
Pinus subg. Pinus,40803,18,183
Pinus subg. Pinus,40803,19,129
Pinus subg. Pinus,40803,20,44
Pinus subg. Pinus,40803,21,122
Pinus subg. Strobus,40803,1,169
Pinus subg. Strobus,40803,2,95
Pinus subg. Strobus,40803,3,7
Pinus subg. Strobus,40803,4,14
Pinus subg. Strobus,40803,5,0
Pinus subg. Strobus,40803,6,0
Pinus subg. Strobus,40803,11,18
Pinus subg. Strobus,40803,13,27
Pinus subg. Strobus,40803,14,35
Pinus subg. Strobus,40803,15,14
Pinus subg. Strobus,40803,16,21
Pinus subg. Strobus,40803,17,18
Pinus subg. Strobus,40803,18,27
Pinus subg. Strobus,40803,19,48
Pinus subg. Strobus,40803,20,54
Pinus subg. Strobus,40803,21,59
Pinus undiff.,40803,1,1575
Pinus undiff.,40803,2,686
Pinus undiff.,40803,3,113
Pinus undiff.,40803,4,65
Pinus undiff.,40803,5,160
Pinus undiff.,40803,6,201
Pinus undiff.,40803,11,182.5
Pinus undiff.,40803,13,365
Pinus undiff.,40803,14,445.5
Pinus undiff.,40803,15,184
Pinus undiff.,40803,16,360
Pinus undiff.,40803,17,406
Pinus undiff.,40803,18,944
Pinus undiff.,40803,19,1595
Pinus undiff.,40803,20,837
Pinus undiff.,40803,21,646
Platanus,40803,1,53
Platanus,40803,2,0
Platanus,40803,3,0
Platanus,40803,4,0
Platanus,40803,5,0
Platanus,40803,6,0
Platanus,40803,11,13
Platanus,40803,13,28
Platanus,40803,14,35
Platanus,40803,15,29
Platanus,40803,16,36
Platanus,40803,17,28
Platanus,40803,18,16
Platanus,40803,19,18
Platanus,40803,20,2
Platanus,40803,21,18
Populus,40803,1,7
Populus,40803,2,1
Populus,40803,3,0
Populus,40803,4,1
Populus,40803,5,2
Populus,40803,6,0
Populus,40803,11,1
Populus,40803,13,2
Populus,40803,14,3
Populus,40803,15,9
Populus,40803,16,4
Populus,40803,17,3
Populus,40803,18,6
Populus,40803,19,3
Populus,40803,20,4
Populus,40803,21,2
Ptelea trifoliata,40803,1,0
Ptelea trifoliata,40803,2,0
Ptelea trifoliata,40803,3,0
Ptelea trifoliata,40803,4,0
Ptelea trifoliata,40803,5,0
Ptelea trifoliata,40803,6,0
Ptelea trifoliata,40803,11,0
Ptelea trifoliata,40803,13,1
Ptelea trifoliata,40803,14,0
Ptelea trifoliata,40803,15,0
Ptelea trifoliata,40803,16,0
Ptelea trifoliata,40803,17,0
Ptelea trifoliata,40803,18,0
Ptelea trifoliata,40803,19,0
Ptelea trifoliata,40803,20,0
Ptelea trifoliata,40803,21,0
Quercus,40803,1,8263
Quercus,40803,2,158
Quercus,40803,3,15
Quercus,40803,4,19
Quercus,40803,5,32
Quercus,40803,6,17
Quercus,40803,11,1997
Quercus,40803,13,2695
Quercus,40803,14,3237
Quercus,40803,15,2884
Quercus,40803,16,3014
Quercus,40803,17,2624
Quercus,40803,18,2307
Quercus,40803,19,2957
Quercus,40803,20,434
Quercus,40803,21,4623
Rhus,40803,1,0
Rhus,40803,2,0
Rhus,40803,3,0
Rhus,40803,4,0
Rhus,40803,5,0
Rhus,40803,6,0
Rhus,40803,11,0
Rhus,40803,13,0
Rhus,40803,14,0
Rhus,40803,15,0
Rhus,40803,16,1
Rhus,40803,17,1
Rhus,40803,18,2
Rhus,40803,19,0
Rhus,40803,20,0
Rhus,40803,21,0
Rosaceae,40803,1,13
Rosaceae,40803,2,0
Rosaceae,40803,3,0
Rosaceae,40803,4,1
Rosaceae,40803,5,1
Rosaceae,40803,6,0
Rosaceae,40803,11,0
Rosaceae,40803,13,4
Rosaceae,40803,14,3
Rosaceae,40803,15,0
Rosaceae,40803,16,1
Rosaceae,40803,17,1
Rosaceae,40803,18,1
Rosaceae,40803,19,2
Rosaceae,40803,20,0
Rosaceae,40803,21,4
Rubus chamaemorus,40803,1,0
Rubus chamaemorus,40803,2,0
Rubus chamaemorus,40803,3,0
Rubus chamaemorus,40803,4,0
Rubus chamaemorus,40803,5,0
Rubus chamaemorus,40803,6,0
Rubus chamaemorus,40803,11,0
Rubus chamaemorus,40803,13,2
Rubus chamaemorus,40803,14,0
Rubus chamaemorus,40803,15,0
Rubus chamaemorus,40803,16,0
Rubus chamaemorus,40803,17,0
Rubus chamaemorus,40803,18,0
Rubus chamaemorus,40803,19,0
Rubus chamaemorus,40803,20,0
Rubus chamaemorus,40803,21,0
Salix,40803,1,15
Salix,40803,2,3
Salix,40803,3,0
Salix,40803,4,0
Salix,40803,5,1
Salix,40803,6,1
Salix,40803,11,0
Salix,40803,13,3
Salix,40803,14,3
Salix,40803,15,1
Salix,40803,16,1
Salix,40803,17,1
Salix,40803,18,1
Salix,40803,19,5
Salix,40803,20,1
Salix,40803,21,3
Solanaceae,40803,1,0
Solanaceae,40803,2,0
Solanaceae,40803,3,0
Solanaceae,40803,4,0
Solanaceae,40803,5,0
Solanaceae,40803,6,0
Solanaceae,40803,11,0
Solanaceae,40803,13,0
Solanaceae,40803,14,1
Solanaceae,40803,15,1
Solanaceae,40803,16,1
Solanaceae,40803,17,0
Solanaceae,40803,18,0
Solanaceae,40803,19,0
